city_id,store_id,product_id,dt,sale_amount,stock_hour6_22_cnt,activity_flag,discount,holiday_flag,precpt,avg_temperature,avg_humidity,avg_wind_level,year,month,day_of_month,day_of_week,week_of_year,quarter,is_weekend,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28
0,0,54,2025-05-11,1.8,7,0,1.0,1,1.5087,23.12,67.65,1.73,2025,5,11,6,19,2,1,1.7,1.2,,,1.2857142857142858,,
0,0,54,2025-05-12,1.0,4,0,1.0,0,0.7167,23.29,66.75,1.86,2025,5,12,0,20,2,0,1.8,1.3,,,1.3714285714285714,,
0,0,54,2025-05-13,0.5,0,0,1.0,0,2.464,23.53,68.65,1.98,2025,5,13,1,20,2,0,1.0,0.7,,,1.3285714285714287,,
0,0,54,2025-05-14,1.1,7,0,1.0,0,2.1295,23.84,67.2,2.23,2025,5,14,2,20,2,0,0.5,1.2,0.9,,1.3,1.2214285714285715,
0,0,54,2025-05-15,0.9,7,0,1.0,0,2.5737,24.35,71.25,1.84,2025,5,15,3,20,2,0,1.1,1.5,2.0,,1.2857142857142858,1.2357142857142858,
0,0,54,2025-05-16,1.1,8,0,1.0,0,1.9203,24.47,70.24,1.73,2025,5,16,4,20,2,0,0.9,1.4,0.9,,1.2,1.157142857142857,
0,0,54,2025-05-17,2.4,1,0,1.0,1,1.7434,23.9,72.32,2.07,2025,5,17,5,20,2,1,1.1,1.7,1.0,,1.157142857142857,1.1714285714285713,
0,0,54,2025-05-18,2.1,0,0,1.0,1,1.1606,23.11,74.02,1.73,2025,5,18,6,20,2,1,2.4,1.8,1.2,,1.2571428571428573,1.2714285714285711,
0,0,54,2025-05-19,1.5,7,0,1.0,0,3.6757,23.41,71.87,2.07,2025,5,19,0,21,2,0,2.1,1.0,1.3,,1.3,1.3357142857142856,
0,0,54,2025-05-20,1.0,5,0,1.0,0,4.5199,23.3,74.1,2.34,2025,5,20,1,21,2,0,1.5,0.5,0.7,,1.3714285714285714,1.3499999999999999,
0,0,54,2025-05-21,1.2,5,0,1.0,0,4.0675,22.12,71.72,2.55,2025,5,21,2,21,2,0,1.0,1.1,1.2,,1.4428571428571428,1.3714285714285714,
0,0,54,2025-05-22,1.0,8,0,1.0,0,4.713,21.69,70.06,2.2,2025,5,22,3,21,2,0,1.2,0.9,1.5,,1.4571428571428573,1.3714285714285714,
0,0,54,2025-05-23,1.4,7,0,1.0,0,3.0425,22.46,71.25,1.8,2025,5,23,4,21,2,0,1.0,1.1,1.4,,1.4714285714285715,1.3357142857142856,
0,0,54,2025-05-24,1.1,11,0,1.0,1,2.2062,22.81,67.09,1.7,2025,5,24,5,21,2,1,1.4,2.4,1.7,,1.5142857142857142,1.3357142857142856,
0,0,54,2025-05-25,1.4,10,0,1.0,1,2.1245,23.01,64.16,1.98,2025,5,25,6,21,2,1,1.1,2.1,1.8,,1.3285714285714287,1.2928571428571427,
0,0,54,2025-05-26,0.7,0,0,0.966,0,3.9208,22.91,68.33,1.45,2025,5,26,0,22,2,0,1.4,1.5,1.0,,1.2285714285714284,1.2642857142857142,
0,0,54,2025-05-27,1.1,1,0,1.0,0,2.5889,23.13,64.43,1.8,2025,5,27,1,22,2,0,0.7,1.0,0.5,,1.1142857142857143,1.2428571428571427,
0,0,54,2025-05-28,0.6,7,0,0.959,0,1.2838,23.06,69.29,2.07,2025,5,28,2,22,2,0,1.1,1.2,1.1,0.9,1.1285714285714286,1.2857142857142858,1.2535714285714286
0,0,54,2025-05-29,0.6,8,0,1.0,0,2.3156,23.7,64.79,2.07,2025,5,29,3,22,2,0,0.6,1.0,0.9,2.0,1.042857142857143,1.25,1.242857142857143
0,0,54,2025-05-30,1.1,7,0,1.0,0,4.8354,23.07,69.3,1.73,2025,5,30,4,22,2,0,0.6,1.4,1.1,0.9,0.9857142857142858,1.2285714285714284,1.1928571428571428
0,0,54,2025-05-31,1.5,12,0,1.0,1,3.9337,23.52,71.23,1.73,2025,5,31,5,22,2,1,1.1,1.1,2.4,1.0,0.9428571428571428,1.2285714285714284,1.2
0,0,54,2025-06-01,1.9,1,0,1.0,1,7.4153,23.58,71.42,1.91,2025,6,1,6,22,2,1,1.5,1.4,2.1,1.2,1.0,1.1642857142857144,1.217857142857143
0,0,54,2025-06-02,1.2,11,0,1.0,1,6.553,23.95,75.3,1.95,2025,6,2,0,23,2,0,1.9,0.7,1.5,1.3,1.0714285714285714,1.15,1.2428571428571427
0,0,54,2025-06-03,1.0,0,0,1.0,0,3.7679,24.97,75.47,1.59,2025,6,3,1,23,2,0,1.2,1.1,1.0,0.7,1.1428571428571428,1.1285714285714286,1.2392857142857143
0,0,54,2025-06-04,0.9,7,0,1.0,0,4.4571,25.22,74.89,1.73,2025,6,4,2,23,2,0,1.0,0.6,1.2,1.2,1.1285714285714286,1.1285714285714286,1.25
0,0,54,2025-06-05,0.8,11,0,1.0,0,5.7499,24.87,77.71,1.86,2025,6,5,3,23,2,0,0.9,0.6,1.0,1.5,1.1714285714285715,1.1071428571428572,1.239285714285714
0,0,54,2025-06-06,0.7,6,0,1.0,0,9.2132,25.46,79.28,1.7,2025,6,6,4,23,2,0,0.8,1.1,1.4,1.4,1.2,1.0928571428571427,1.2142857142857142
0,0,54,2025-06-07,1.6,11,0,1.0,1,7.7333,25.78,76.29,1.63,2025,6,7,5,23,2,1,0.7,1.5,1.1,1.7,1.1428571428571428,1.042857142857143,1.1892857142857143
0,0,54,2025-06-08,1.5,0,0,1.0,1,7.0133,25.61,79.29,1.8,2025,6,8,6,23,2,1,1.6,1.9,1.4,1.8,1.157142857142857,1.0785714285714285,1.1857142857142855
0,0,54,2025-06-09,0.9,6,0,1.0,0,5.8519,26.21,78.61,1.98,2025,6,9,0,24,2,0,1.5,1.2,0.7,1.0,1.0999999999999999,1.0857142857142856,1.175
0,0,54,2025-06-10,0.9,11,0,1.0,0,5.6635,27.13,82.01,1.93,2025,6,10,1,24,2,0,0.9,1.0,1.1,0.5,1.0571428571428572,1.1,1.1714285714285715
0,0,54,2025-06-11,1.0,0,0,1.0,0,6.2454,26.76,79.79,2.34,2025,6,11,2,24,2,0,0.9,0.9,0.6,1.1,1.042857142857143,1.0857142857142856,1.1857142857142857
0,0,54,2025-06-12,1.1,0,0,1.0,0,5.8777,27.13,77.21,1.73,2025,6,12,3,24,2,0,1.0,0.8,0.6,0.9,1.0571428571428572,1.1142857142857143,1.1821428571428572
0,0,54,2025-06-13,0.8,8,0,1.0,0,3.0799,27.99,77.64,1.57,2025,6,13,4,24,2,0,1.1,0.7,1.1,1.1,1.1,1.15,1.1892857142857145
0,0,54,2025-06-14,2.0,10,0,1.0,1,5.3404,27.39,77.42,1.52,2025,6,14,5,24,2,1,0.8,1.6,1.5,2.4,1.1142857142857143,1.1285714285714286,1.1785714285714286
0,0,54,2025-06-15,2.1,3,0,1.0,1,3.3712,27.86,76.16,1.66,2025,6,15,6,24,2,1,2.0,1.5,1.9,2.1,1.1714285714285715,1.1642857142857144,1.1642857142857144
0,0,54,2025-06-16,1.0,3,0,1.0,0,4.2544,27.91,77.2,1.45,2025,6,16,0,25,2,0,2.1,0.9,1.2,1.5,1.2571428571428573,1.1785714285714286,1.1642857142857144
0,0,54,2025-06-17,0.8,6,0,1.0,0,2.4861,28.38,76.85,1.57,2025,6,17,1,25,2,0,1.0,0.9,1.0,1.0,1.2714285714285716,1.1642857142857144,1.1464285714285716
0,0,54,2025-06-18,0.6,2,0,1.0,0,5.0382,27.92,79.31,1.8,2025,6,18,2,25,2,0,0.8,1.0,0.9,1.2,1.2571428571428573,1.1500000000000001,1.1392857142857145
0,0,54,2025-06-19,0.7,5,0,1.0,0,5.4609,27.57,79.53,1.32,2025,6,19,3,25,2,0,0.6,1.1,0.8,1.0,1.2,1.1285714285714286,1.1178571428571429
0,0,54,2025-06-20,1.0,7,0,1.0,0,4.3888,27.11,79.38,2.0,2025,6,20,4,25,2,0,0.7,0.8,0.7,1.4,1.1428571428571428,1.1214285714285714,1.1071428571428572
0,0,54,2025-06-21,1.9,9,0,1.0,1,6.6743,27.67,77.96,1.5,2025,6,21,5,25,2,1,1.0,2.0,1.6,1.1,1.1714285714285713,1.1428571428571428,1.0928571428571427
0,0,54,2025-06-22,2.1,0,0,0.975,1,5.7928,27.39,78.73,1.52,2025,6,22,6,25,2,1,1.9,2.1,1.5,1.4,1.157142857142857,1.1642857142857144,1.1214285714285714
0,0,54,2025-06-23,1.4,7,0,1.0,0,4.9744,27.32,78.26,1.98,2025,6,23,0,26,2,0,2.1,1.0,0.9,0.7,1.157142857142857,1.207142857142857,1.1464285714285716
0,0,54,2025-06-24,0.9,0,0,1.0,0,1.8874,27.95,75.14,1.59,2025,6,24,1,26,2,0,1.4,0.8,0.9,1.1,1.2142857142857142,1.2428571428571427,1.1714285714285713
0,0,54,2025-06-25,0.9,7,0,1.0,0,0.744,29.29,72.42,1.39,2025,6,25,2,26,2,0,0.9,0.6,1.0,0.6,1.2285714285714284,1.242857142857143,1.1642857142857144
0,0,54,2025-06-26,0.7,0,0,1.0,0,1.0103,30.61,69.56,2.14,2025,6,26,3,26,2,0,0.9,0.7,1.1,0.6,1.2714285714285716,1.2357142857142858,1.175
0,0,54,2025-06-27,1.0,0,0,1.0,0,0.6075,29.8,70.1,2.0,2025,6,27,4,26,2,0,0.7,1.0,0.8,1.1,1.2714285714285716,1.207142857142857,1.1785714285714286
0,0,54,2025-06-28,2.0,7,0,1.0,1,0.3684,29.86,71.01,2.02,2025,6,28,5,26,2,1,1.0,1.9,2.0,1.5,1.2714285714285716,1.2214285714285713,1.175
0,0,54,2025-06-29,1.9,12,1,0.903,1,0.8532,29.63,72.13,2.27,2025,6,29,6,26,2,1,2.0,2.1,2.1,1.9,1.2857142857142858,1.2214285714285713,1.1928571428571428
0,0,54,2025-06-30,0.6,9,0,1.0,0,2.0824,30.14,70.43,2.0,2025,6,30,0,27,2,0,1.9,1.4,1.0,1.2,1.2571428571428573,1.207142857142857,1.1928571428571428
0,0,54,2025-07-01,0.9,12,0,0.923,0,0.5434,30.28,67.38,1.77,2025,7,1,1,27,3,0,0.6,0.9,0.8,1.0,1.1428571428571428,1.1785714285714286,1.1714285714285715
0,0,54,2025-07-02,1.1,5,0,1.0,0,1.1667,30.29,64.82,2.45,2025,7,2,2,27,3,0,0.9,0.9,0.6,0.9,1.1428571428571428,1.1857142857142857,1.167857142857143
0,0,54,2025-07-03,1.4,6,0,0.994,0,0.6143,30.84,65.39,1.5,2025,7,3,3,27,3,0,1.1,0.7,0.7,0.8,1.1714285714285713,1.2214285714285713,1.175
0,0,54,2025-07-04,1.0,6,0,0.965,0,1.2969,30.57,67.38,1.84,2025,7,4,4,27,3,0,1.4,1.0,1.0,0.7,1.2714285714285716,1.2714285714285716,1.1964285714285714
0,0,54,2025-07-05,2.9,13,0,0.916,1,2.123,30.54,70.11,2.25,2025,7,5,5,27,3,1,1.0,2.0,1.9,1.6,1.2714285714285716,1.2714285714285716,1.2071428571428573
0,0,54,2025-07-06,2.1,0,0,1.0,1,1.6997,30.14,71.49,2.04,2025,7,6,6,27,3,1,2.9,1.9,2.1,1.5,1.4000000000000001,1.3428571428571427,1.2535714285714286
0,0,54,2025-07-07,1.6,6,0,0.976,0,3.5493,29.5,71.93,1.84,2025,7,7,0,28,3,0,2.1,0.6,1.4,0.9,1.4285714285714286,1.3428571428571427,1.2750000000000001
0,0,54,2025-07-08,1.5,0,0,0.965,0,5.3892,28.96,76.49,1.98,2025,7,8,1,28,3,0,1.6,0.9,0.9,0.9,1.5714285714285714,1.3571428571428572,1.3
0,0,54,2025-07-09,1.5,11,0,0.993,0,2.4927,28.97,76.11,1.68,2025,7,9,2,28,3,0,1.5,1.1,0.9,1.0,1.657142857142857,1.4000000000000001,1.3214285714285714
0,0,54,2025-07-10,1.2,0,0,1.0,0,4.5693,29.25,77.66,1.98,2025,7,10,3,28,3,0,1.5,1.4,0.7,1.1,1.7142857142857142,1.4428571428571428,1.3392857142857142
0,0,54,2025-07-11,1.9,0,0,0.987,0,4.6318,29.31,75.71,2.25,2025,7,11,4,28,3,0,1.2,1.0,1.0,0.8,1.6857142857142855,1.4785714285714284,1.342857142857143
0,0,54,2025-07-12,3.6,0,1,0.896,1,5.5132,29.25,76.42,2.25,2025,7,12,5,28,3,1,1.9,2.9,2.0,2.0,1.8142857142857143,1.5428571428571427,1.382142857142857
0,0,54,2025-07-13,2.8,10,0,1.0,1,3.9916,29.97,72.7,2.59,2025,7,13,6,28,3,1,3.6,2.1,1.9,2.1,1.9142857142857146,1.657142857142857,1.4392857142857143
0,0,394,2023-06-05,1.1,0,0,1.0,0,2.1464,25.39,0.73,2.94,2023,6,5,0,23,2,0,,,,,,,
0,0,394,2023-06-06,0.9,0,0,1.0,0,1.9711,25.45,0.67,2.0,2023,6,6,1,23,2,0,1.1,,,,,,
0,0,394,2023-06-07,1.3,6,0,1.0,0,1.3085,26.1,0.64,1.88,2023,6,7,2,23,2,0,0.9,,,,,,
0,0,394,2023-06-08,1.0,0,0,1.0,0,3.4188,26.44,0.67,2.38,2023,6,8,3,23,2,0,1.3,,,,,,
0,0,394,2023-06-09,1.2,8,0,1.0,0,1.6801,26.74,0.66,2.25,2023,6,9,4,23,2,0,1.0,,,,,,
0,0,394,2023-06-10,1.6,6,0,1.0,1,1.4958,26.84,0.67,2.5,2023,6,10,5,23,2,1,1.2,,,,,,
0,0,394,2023-06-11,3.9,9,0,1.0,1,2.147,26.63,0.68,2.69,2023,6,11,6,23,2,1,1.6,,,,,,
0,0,394,2023-06-12,0.7,6,0,1.0,0,1.1114,26.37,0.7,2.44,2023,6,12,0,24,2,0,3.9,1.1,,,1.5714285714285714,,
0,0,394,2023-06-13,1.4,6,0,1.0,0,2.4221,25.52,0.74,2.88,2023,6,13,1,24,2,0,0.7,0.9,,,1.5142857142857142,,
0,0,394,2023-06-14,1.6,8,0,1.0,0,4.2834,25.96,0.74,2.25,2023,6,14,2,24,2,0,1.4,1.3,,,1.5857142857142856,,
0,0,394,2023-06-15,1.3,0,0,1.0,0,5.384,27.03,0.52,2.0,2023,6,15,3,24,2,0,1.6,1.0,,,1.6285714285714283,,
0,0,394,2023-06-16,1.7,0,0,1.0,0,5.5094,26.7,0.63,2.38,2023,6,16,4,24,2,0,1.3,1.2,,,1.6714285714285713,,
0,0,394,2023-06-17,4.4,11,0,1.0,1,6.6777,25.51,0.73,2.5,2023,6,17,5,24,2,1,1.7,1.6,,,1.7428571428571427,,
0,0,394,2023-06-18,4.5,13,0,1.0,1,7.2278,24.27,0.78,3.25,2023,6,18,6,24,2,1,4.4,3.9,,,2.142857142857143,,
0,0,394,2023-06-19,1.3,7,0,1.0,0,7.0184,24.03,0.88,1.69,2023,6,19,0,25,2,0,4.5,0.7,1.1,,2.2285714285714286,1.9000000000000001,
0,0,394,2023-06-20,1.8,11,0,1.0,0,6.9665,26.73,0.8,2.38,2023,6,20,1,25,2,0,1.3,1.4,0.9,,2.3142857142857145,1.9142857142857144,
0,0,394,2023-06-21,1.7,3,0,1.0,0,6.3562,27.8,0.7,1.75,2023,6,21,2,25,2,0,1.8,1.6,1.3,,2.3714285714285714,1.9785714285714284,
0,0,394,2023-06-22,5.2,12,0,1.0,1,7.9033,28.15,0.63,2.44,2023,6,22,3,25,2,0,1.7,1.3,1.0,,2.385714285714286,2.007142857142857,
0,0,394,2023-06-23,2.7,10,0,1.0,1,5.5068,26.21,0.6,1.31,2023,6,23,4,25,2,0,5.2,1.7,1.2,,2.942857142857143,2.307142857142857,
0,0,394,2023-06-24,3.6,11,0,1.0,1,5.5518,24.12,0.81,2.5,2023,6,24,5,25,2,1,2.7,4.4,1.6,,3.085714285714286,2.414285714285714,
0,0,394,2023-06-25,1.5,3,0,1.0,0,8.5444,25.07,0.84,2.56,2023,6,25,6,25,2,1,3.6,4.5,3.9,,2.9714285714285715,2.557142857142857,
0,0,394,2023-06-26,1.9,6,0,1.0,0,5.9264,26.68,0.82,2.25,2023,6,26,0,26,2,0,1.5,1.3,0.7,,2.542857142857143,2.3857142857142857,
0,0,394,2023-06-27,1.7,0,0,0.949999988079071,0,8.449,28.3,0.8,2.56,2023,6,27,1,26,2,0,1.9,1.8,1.4,,2.6285714285714286,2.471428571428571,
0,0,394,2023-06-28,1.5,4,0,1.0,0,6.8227,30.7,0.71,2.88,2023,6,28,2,26,2,0,1.7,1.7,1.6,,2.6142857142857143,2.492857142857143,
0,0,394,2023-06-29,1.5,1,0,1.0,0,7.6988,31.57,0.68,2.81,2023,6,29,3,26,2,0,1.5,5.2,1.3,,2.5857142857142854,2.4857142857142853,
